"","title","category","impact_story","program_description"
"11","Educate a visually impaired child by Indian Association for the Blind","differently abled","Amudha did not believe that anything limited her.
Amudha’s story of strength and hope had an unbelievable start. When she was born, **her parents were disappointed to have had a girl. Since she was also visually impaired, they thought that she would become too much of a burden **and left her with her grandfather. 
Amudha’s grandfather believed in her. He did not think that being a girl or being visually impaired determined her future. He motivated her to stay in school and to continue secondary education at The Indian Association for the Blind. 
IAB gave Amudha the chance to learn the same syllabus as children across India. She completed class 12 with their help and went on to get a Bachelors and Masters degree in History, followed by a B.Ed from Stephens.
Today Amudha is a teacher in a government school in Tamil Nadu. She is a pillar of strength for her family and a source of inspiration for many around her. She motivates those who think that life is unfair by showing them how she could change her story with the right help.
","The Indian Association for the Blind (IAB) is popularly known as the temple for rehabilitation, that affirms its commitment to empower visually challenged people to practice self-reliance by providing comprehensive rehabilitation, education and employment opportunities to them. Based at Madurai, their special focus on economically disadvantaged visually challenged children and adults has fostered education and rehabilitation to more than 11,000 visually challenged people.  With over 24 projects that enhance the quality and quantity of educational and employment opportunities, their activities have benefited 20% of the visually challenged population of Tamil Nadu. The long list of awards that this association has been honored with includes the Millennium Award by All India Confederation for the Blind, New Delhi, CSR Award, IBN7 Super Idol Award and the National Award by the President of India. Providing assistance in education, career, and residence, the members of IAB are committed to raise the living standard of visually impaired people and help them travel the road to independence and self-reliance.... Read more"
"12","Sponsor living expenses of a visually challenged student by Indian Association for the Blind","differently abled","Monthly donations provide shelter to visually impaired kids like Ahilendran
""I want to be a lawyer when I grow up,"" says Ahilendiran of VII Std. Ahilendiran suffers from night blindness as does his younger sister. Both siblings were enrolled in a Government Primary School for the Blind in Madurai.
 When Ahilendiran lost his father to a heart attack a few years ago, his mother took charge of running their tea shop so the family would not suffer any financial setback. Ahilendran eventually joined IAB for his secondary education. His ticket out of poverty is only through education.
 ""I want to help my family. I want to be a good lawyer and make my mother proud,"" says Ahilendiran seriously. A little financial assistance is all it takes to help make his dream a reality.
","The Indian Association for the Blind (IAB) is popularly known as the temple for rehabilitation, that affirms its commitment to empower visually challenged people to practice self-reliance by providing comprehensive rehabilitation, education and employment opportunities to them. Based at Madurai, their special focus on economically disadvantaged visually challenged children and adults has fostered education and rehabilitation to more than 11,000 visually challenged people.  With over 24 projects that enhance the quality and quantity of educational and employment opportunities, their activities have benefited 20% of the visually challenged population of Tamil Nadu. The long list of awards that this association has been honored with includes the Millennium Award by All India Confederation for the Blind, New Delhi, CSR Award, IBN7 Super Idol Award and the National Award by the President of India. Providing assistance in education, career, and residence, the members of IAB are committed to raise the living standard of visually impaired people and help them travel the road to independence and self-reliance.... Read more"
"13","Help a mentally challenged child reach school by Khushboo Welfare Society","differently abled","Dipanshu’s struggles led him to the State Level Special Olympics!
Dipanshu is a young boy from a poor family in Gurgaon. He suffers from multiple disabilities and his life was hard right from the beginning. 
He could not speak a single word or walk properly. His father was an alcoholic and spent the family’s minimal earnings on his addiction. Dipanshu’s fate seemed dark as there was no way his family could afford to treat him. 
When his mother found out about the NGO Khushboo, she enrolled him there. Khushboo provided Dipanshu with special education, physiotherapy and speech therapy. They also guided his mother on how to care for him at home. They ensured that he was able to come to their center every day by providing free transport for the family. 
Regular therapy has changed Dipanshu’s life. He can now speak and balance his body. He is a good student and a gifted athlete. His drive and talent have led him all the way to the State Level Special Olympics!
","Khushboo Welfare Society is a non-profit organization that was established in Gurgaon to provide holistic care and multifarious services to people with mental and multiple disabilities. Their vision to have a society where the physically and mentally challenged lead a life of care, dignity and respect placed a roadmap of directing efforts to help the physically and mentally challenged become self-reliant, realize their full potential and enhance their capabilities to the maximum extent.  Their specially designed programs namely Sparsh, Pre School, Blessings, Samvedan, Samarth, and CBR provide a range of assistance to the differently abled including therapeutic interventions for speech, physical, occupational and multi-sensory integration, attending to early development issues and imparting vocational training in activities which may lead to employability.  With a total staff of 43 providing support to 89 persons with disability, the organization adopts a multi-sector and multi-dimensional approach with joint participation from the village community and family members. Their sole focus remains on holistic development and education of differently abled people through a gamut of trainings in activities of daily living (ADLs).... Read more"
"14","Sponsor vocational training to a differently abled person by National Society for Equal Opportunities for the Handicapped","differently abled","Polio did not stop Vitthal from providing for his family
Vitthal is from a poor family and is the eldest of three siblings. He had to start earning from an early age to help his family make ends meet. This was harder for him than most people. 
He had an acute attack of polio when he was just three years old. He soon lost function in his right leg and could not walk. He had to drag himself around for years after the illness but he was determined and would not give up.
By the age of 14, Vitthal pushed himself to walk with a lot of struggle. He completed class 10 and joined NASEOH’s Vocational Training Unit. 
The unit’s social workers trained him in tailoring and gave him a sewing machine. He has set up a shop at home with this and earns around Rs. 5000 every month. The unit also gave him mobility aid that helps him move around. These contributions enable him to look after himself and his family.
You can donate and help train a differently abled person like Vitthal. You can give with confidence because every program on our platform is GIVEASSURED. A little help from you will give them a chance to earn and lead a life with respect and dignity.
","The concept of creating an umbrella organization for the differently-abled emerged as a result of a conference held in 1968 on ""Rehabilitation of the Differently abled"", following which a group of eminent professionals, doctors, and social workers came together to establish the National Society for Equal Opportunities for the Handicapped (NASEOH). Though NASEOH started off with the initial purpose of creating awareness about issues concerning the differently-abled in the areas of Education, Vocational Training, and Employment, they later decided to provide direct services through capacity building for effective integration. They do this through various projects in the areas of Education, Vocational Training, Employment, Rehabilitation, and Disability prevention. Apart from this, NASEOH also assists the differently abled by identifying and providing them with suitable mobility aids like wheelchairs, calipers, tricycles, crutches, and splints. Most of these appliances are manufactured in-house by trainees and employees in their Welding workshop in Mumbai.... Read more"
"15","Support a differently abled person live independently by Raphael","differently abled","Every monthly donation helps in providing care to people like Dada
Born on 15th August 1947, Subhash is one of Raphael's senior-most residents and has been with them for the last 40 years. He was elated and overjoyed to celebrate his 70th birthday by hoisting the National flag on Independence Day. Subhash loves talking to people, and no passer-by can escape his ""Apka naam kya hai?' (What is your name?) question.
 Fondly called as 'Dada', his sweet and amiable temperament make him a favorite with both elders and children. Age has caught up with him and these days he can be seen sitting and sunning himself in his armchair outside his room. He might have grown weak in strength but not in spirit, and he loves to participate in all cultural programmes at the Centre.
 This year Subhash took a proud and independent decision to vote for his political party in the February State legislative elections.
","Situated in Dehradun, Raphael was founded by renowned humanists, Lord Leonard Cheshire, and his wife Baroness Sue Ryder in April 1959. In the more than 50 years of its existence, Raphael has offered its services in varied areas for the relief of suffering. They have worked with people suffering from Leprosy, Tuberculosis, and Intellectual impairment, touching more than 22,000 lives in the process. Leprosy cured patients and intellectually challenged residents are also encouraged to work in their Rehabilitative Workshop, for which they are remunerated accordingly. Apart from running a school and shelter home for their students, they also have a Community based rehabilitation project, as part of which they work with children in government schools. Once the students in their residential home grow up, they are encouraged to live in a home environment under the supervision of a house parent, while they attend classes at the day center. This helps prepare them for independent living in the community.... Read more"
"16","Provide care and education to an intellectually challenged child by Raphael","differently abled","Shubani can now lead a good life despite all her struggles.
Shubhani is the youngest member at Raphael’s Early Intervention Centre. She is a two-year-old who suffers from a developmental delay and cerebral palsy.
When she arrived at Raphael she had a squint in her left eye. She also did not have proper control of her movements.
After several physiotherapy sessions, Shubhani’s state has improved a great deal. Her squint has lessened and her hand-eye coordination has increased. She is also able to hold her head up and sit for 5 minutes without support.
Subhani's mother is filled with joy at her daughter's progress. She now feels optimistic about the future of her child. With financial help, poor children like Shubhani can get the therapy that gives them a shot at life. 
You could gift a young child like Shubhani the treatment that they cannot afford. Your help could restore meaning to the life of a family who feel hopeless right now. You can give with confidence because every program on our platform is GIVEASSURED. 
","Situated in Dehradun, Raphael was founded by renowned humanists, Lord Leonard Cheshire, and his wife Baroness Sue Ryder in April 1959. In the more than 50 years of its existence, Raphael has offered its services in varied areas for the relief of suffering. They have worked with people suffering from Leprosy, Tuberculosis, and Intellectual impairment, touching more than 22,000 lives in the process. Leprosy cured patients and intellectually challenged residents are also encouraged to work in their Rehabilitative Workshop, for which they are remunerated accordingly. Apart from running a school and shelter home for their students, they also have a Community based rehabilitation project, as part of which they work with children in government schools. Once the students in their residential home grow up, they are encouraged to live in a home environment under the supervision of a house parent, while they attend classes at the day center. This helps prepare them for independent living in the community.... Read more"
"17","Feed a differently abled student for a month by Samarthanam Trust for the Disabled","differently abled","Priyanka’s inspiring story of chasing her dreams
Priyanka is a young girl from in Belgavi, Karnataka. Life has never been easy for her as she was born visually impaired. Her father was a farmer and the sole earning member of the family. They could not afford to treat her.
She enjoyed learning despite her physical limitations. She allowed nothing to stop her and was regular to school. She completed her PUC and BA in Bengaluru. She aimed for greater heights and was not ready to give up. 
Unfortunately, her family did not have the means to support her further. They did not want to crush her dreams but were unsure how to pay all the added expenses that would come with her education. 
When her parents heard of Samarthanam, they approached the organisation for help. They decided to help Priyanka continue her studies. They provided her with free accommodation, food, recorded course material and assistance in everyday living. Thanks to Samarthanam, she completed her MA from Bangalore University. 
She is an enthusiastic learner and scored first class consistently throughout her education. She knows that none of this would have been possible without Samarthanam's care and support.
","Samarthanam Trust for the Disabled is a National Award winning NGO that works for the empowerment of persons with disabilities and the underserved. They primarily cater to people in need by providing a plethora of services including quality education, accommodation, nutritious food, vocational training, sports and placement based rehabilitation. Their initiatives strive towards creating opportunities for them to keep pace with the rest of the society. Today they stand as a complete solution provider by supporting education and livelihood needs of persons with disabilities and those from underprivileged backgrounds. Apart from these initiatives, they also foster the game of blind cricket amongst visually impaired players across India, through their cricketing arm Cricket Association for the Blind in India (CABI). They envision to touch at least 100,000 lives by 2020, providing comprehensive solutions to the differently-abled and underserved communities. They were felicitated with the National Award for Child Welfare by the Ministry of Women & Child Development, Government of India and received it from Smt. Pratibha Patil, Honourable President of India in 2010.... Read more"
"18","Support the nutrition of poor girls to aid education by Sapna","children","Every monthly donation helps more girls like Deepika get basic nutrition
Little Deepika is a resident of Kaduki Village in Alwar, Rajasthan, and the youngest student in her school, Sapna Sikshyalaya. When she joined the school she used to come wearing dirty clothes, without taking a bath. She couldn't converse with her teachers and classmates.
 Slowly and gradually, with invested efforts from the school teachers and their teaching methods, Deepika slowly started changing. She now comes to school tidily and on time. She interacts with everyone and now trusts the teachers enough to share her problems with them.
 The school works with a vision of empowering young girls from marginalized communities by providing them with a quality education.
","Sapna was created by a group of professionals who shared a dream to work on a people-centric model of development in areas of public health, education, women empowerment, community development and social welfare.  Inspired by Gandhian ideals of social change, their primary objective is to: Empower the poor and marginalized; Provide shelter to the sick and destitute; Promote community health programmes and services; Support literacy centers and e-learning; Facilitate livelihood programmes; Help the poor access information and resources; Work for environment protection and conservation. Their basic focus is to help those who are the most vulnerable and are in dire need of help.They believe that development has to be holistic to break the vicious cycle of poverty and wish to bring about visible change. They work by focusing energies in these sectors as well as building their understanding of the related issues. They believe that any organization, or for that matter, any individual, whose fundamentals are based on the virtues of honesty, ownership towards our society and regard to human dignity, are bound to grow in the right direction and the last 10 years have been a testimony to this philosophy.... Read more"
"19","Help sick and destitute adults live with dignity by Sapna","health","A steep fall and severe injuries could not defeat Madhav.
Madhav is a 45-year-old plumber from Gurgaon. He barely earned enough money to get through a day. His life shattered when he fell off the first floor of a building where he was working. 
He had multiple fractures and severe injuries when he was taken to the closest hospital. They soon discovered that there was no one to look after him and he had no money for the medical care he needed.
**The NGO Sapna learnt of his case and decided to step in. They covered the surgeries, medicines and care that he needed. He was discharged after a few months with rods in his leg. He could not move or take care of himself. 
Sapna continued to look after Madhav, moving him to Andamam, their Home for Sick and Destitute.The social workers helped him gradually heal, build strength and get back to a routine. He worked hard to get back on his feet. After months of intensive physiotherapy, his legs began to respond and he could slowly get on his feet with the aid of a walker. 
He began to help around Sapna with his plumbing skills. Over time, he was put in charge of the store at Sapna with a modest monthly salary. Today he holds his dignity and works hard. Life at Sapna has helped him get his life back on track and dream again.
","Sapna was created by a group of professionals who shared a dream to work on a people-centric model of development in areas of public health, education, women empowerment, community development and social welfare.  Inspired by Gandhian ideals of social change, their primary objective is to: Empower the poor and marginalized; Provide shelter to the sick and destitute; Promote community health programmes and services; Support literacy centers and e-learning; Facilitate livelihood programmes; Help the poor access information and resources; Work for environment protection and conservation. Their basic focus is to help those who are the most vulnerable and are in dire need of help.They believe that development has to be holistic to break the vicious cycle of poverty and wish to bring about visible change. They work by focusing energies in these sectors as well as building their understanding of the related issues. They believe that any organization, or for that matter, any individual, whose fundamentals are based on the virtues of honesty, ownership towards our society and regard to human dignity, are bound to grow in the right direction and the last 10 years have been a testimony to this philosophy.... Read more"
"20","Sponsor hygiene kits for poor families by Apna Janakalyan","health","Winning these battles changed Ammarama’s life.
Ammarama is a 26-year-old woman who lives Padadinni camp, an area in Sindhapur village in Uttar Pradesh. The area is covered in paddy crops and people defecate in the open. Most houses in the area do not have toilets and neither did Ammarama’s. When she became pregnant it was extremely hard for her. She had to walk miles to go answer nature’s call and could do so only once a day. She started to eat very little so that she would not need to go to the toilet often. 
This led to several health problems such as anemia, diarrhea and malaria. Her health became so bad that she finally lost her child.
Aapna Janakalyan volunteers identified her as a critical beneficiary and helped her get a toilet constructed. They taught her good hygiene practices such as hand washing, water handling, excreta handling, food preparation, flushing toilet. and provided a hygiene kit for her family.
Amaramma is now proud to show the toilets in her house to anybody who visits. She has conceived again and takes care of health this time. Even though she has difficulties at home, she eats well, gets regular checkups and vaccinations as she now understands the importance of hygiene, sanitation, nutrition and vaccination.
You can help women like Amaramma by donating to help them get basic toiletries. Your donation will give them the dignity and strength they deserve to have to face life. You can give with confidence because every program on our platform is GIVEASSURED. 
","After the partition Bangladeshi refugees were rehabilitated in India. The government launched various projects to tackle the situations and one such project was in Sindhanur which went through a rough patch. A point when the trust was shattered and despair all over the place, a group of individuals stood up for the cause with a vision to create a healthy environment. They believed that all individuals have equal access and control over the social, cultural, educational and political institutions with an economically secured livelihood. That belief took the form of an organization in 1997 - Janakalyan. Prasen Raptan the Executive Director and co-founder of Janakalyan has 20 years' of experience in various Management aspects. A gold medalist for his scholastic performance, his experience allows him to juggle with projects of various sizes at ease. Mr. Raptan developed innovative projects and viable models for the empowerment of women, peasant communities, and youth.  What started as a project in an area now operates in 5 districts of North Karnataka. It is inspiring how people like Mr. Raptan dedicated their lives to uplifting the rural masses.... Read more"
